#	Title	Psycroptic - Carriers Of The Plague (guitar pro).xml
#	Source Filename	Psycroptic - Carriers Of The Plague (guitar pro).xml
123.5	123.75	2	3
123.75	124	3	3
124	124.25	7	2
124.25	124.5	7	2
124.5	124.75	7	2
124.75	125	7	2
125	125.25	2	3
125.25	125.5	3	3
125.5	125.75	2	3
125.75	126	9	2
126	127	1	3
127	127.25	1	3
127.25	127.5	1	3
127.5	127.75	1	3
127.75	128	1	3
128	128.25	2	3
128.25	128.5	1	3
128.5	128.75	1	3
128.75	129	1	3
129	129.25	2	3
129.25	129.5	1	3
129.5	129.75	1	3
129.75	130	1	3
130	130.25	10	2
130.25	130.5	1	3
130.5	130.75	2	3
130.75	131	3	3
131	131.25	1	3
131.25	131.5	2	3
131.5	131.75	10	2
131.75	132	1	3
132	132.25	7	2
132.25	132.5	10	2
132.5	132.75	6	2
132.75	133	7	2
133	133.25	3	2
133.25	133.5	6	2
133.5	133.75	7	2
133.75	134	10	2
134	135	7	3
135	135.25	7	2
135.25	135.5	7	2
135.5	135.75	7	2
135.75	136	7	2
136	136.25	8	2
136.25	136.5	7	2
136.5	136.75	7	2
136.75	137	7	2
137	137.25	10	2
137.25	137.5	7	2
137.5	137.75	7	2
137.75	138	7	2
138	138.25	7	2
138.25	138.5	8	2
138.5	138.75	10	2
138.75	139	2	3
139	139.25	8	2
139.25	139.5	10	2
139.5	139.75	2	3
139.75	140	3	3
140	140.25	7	2
140.25	140.5	7	2
140.5	140.75	7	2
140.75	141	7	2
141	141.25	2	3
141.25	141.5	3	3
141.5	141.75	2	3
141.75	142	9	2
142	143	1	3
143	143.25	1	3
143.25	143.5	1	3
143.5	143.75	1	3
143.75	144	1	3
144	144.25	2	3
144.25	144.5	1	3
144.5	144.75	1	3
144.75	145	1	3
145	145.25	2	3
145.25	145.5	1	3
145.5	145.75	1	3
145.75	146	1	3
146	146.5	10	2
146.5	146.75	10	2
146.75	147	10	2
147	147.25	10	2
147.25	147.5	10	2
147.5	148.5	2	3
148.5	149	1	3
149	149.25	2	2
149.25	149.5	2	2
149.5	150	8	2
150	151	7	3
151	151.25	7	2
151.25	151.5	7	2
151.5	151.75	7	2
151.75	152	7	2
152	152.25	8	2
152.25	152.5	7	2
152.5	152.75	7	2
152.75	153	7	2
153	153.25	10	2
153.25	153.5	7	2
153.5	153.75	7	2
153.75	154	7	2
154	154.25	7	2
154.25	154.5	8	2
154.5	154.75	10	2
154.75	155	2	3
155	155.25	8	2
155.25	155.5	10	2
155.5	155.75	2	3
155.75	156	3	3
156	156.25	7	2
156.25	156.5	7	2
156.5	156.75	7	2
156.75	157	7	2
157	157.25	2	3
157.25	157.5	3	3
157.5	157.75	2	3
157.75	158	9	2
158	159	1	3
159	159.25	1	3
159.25	159.5	1	3
159.5	159.75	1	3
159.75	160	1	3
160	160.25	2	3
160.25	160.5	1	3
160.5	160.75	1	3
160.75	161	1	3
161	161.25	2	3
161.25	161.5	1	3
161.5	161.75	1	3
161.75	162	1	3
162	162.5	5	3
163.5	164.5	9	3
164.5	165	8	3
165	165.5	9	2
165.5	166	8	3
166	166.167	2	2
166.167	166.333	4	2
166.333	166.5	4	2
166.5	166.667	4	2
166.667	166.833	4	2
166.833	167	4	2
167	167.167	2	2
167.167	167.333	4	2
167.333	167.5	4	2
167.5	167.667	4	2
167.667	167.833	4	2
167.833	168	4	2
168	169	4	2
169	170	5	2
170	172	5	2
172	172.167	4	2
172.167	172.333	5	2
172.333	172.5	4	2
172.5	172.667	5	2
172.667	172.833	4	2
172.833	173	5	2
173	173.167	4	2
173.167	173.333	5	2
173.333	173.5	4	2
173.5	173.667	5	2
173.667	173.833	4	2
173.833	174	5	2
174	174.167	4	2
174.167	174.333	4	2
174.333	174.667	4	2
174.667	175	4	2
175	175.167	4	2
175.167	175.333	4	2
175.333	175.667	4	2
175.667	176	4	2
176	176.667	5	3
176.667	177	4	3
177	177.333	9	2
177.333	177.667	4	3
177.667	178	9	2
178	178.667	9	3
178.667	179	8	3
179	179.333	9	2
179.333	179.667	5	3
179.667	180	9	2
180	180.333	11	2
180.333	180.667	9	2
180.667	181	3	3
181	181.333	9	2
181.333	181.667	3	3
181.667	182	9	2
182	182.167	4	2
182.167	182.333	4	2
182.333	182.667	4	2
182.667	183	4	2
183	183.167	4	2
183.167	183.333	4	2
183.333	183.667	4	2
183.667	184	4	2
184	184.667	5	3
184.667	185	4	3
185	185.333	9	2
185.333	185.667	4	3
185.667	186	9	2
186	186.667	9	3
186.667	187	8	3
187	187.333	9	2
187.333	187.667	3	3
187.667	188	9	2
188	188.167	8	3
188.167	188.333	9	3
188.333	188.5	8	3
188.5	188.667	2	3
188.667	188.833	4	3
188.833	189	9	2
189	189.167	8	2
189.167	189.333	9	2
189.333	189.5	8	2
189.5	189.667	2	2
189.667	189.833	5	2
189.833	190	2	2
190	190.167	4	2
190.167	190.333	4	2
190.333	190.667	4	2
190.667	191	4	2
191	191.167	4	2
191.167	191.333	4	2
191.333	191.667	4	2
191.667	192	4	2
192	192.667	5	3
192.667	193	4	3
193	193.333	9	2
193.333	193.667	4	3
193.667	194	9	2
194	194.667	9	3
194.667	195	8	3
195	195.333	9	2
195.333	195.667	5	3
195.667	196	9	2
196	196.333	11	2
196.333	196.667	9	2
196.667	197	3	3
197	197.333	9	2
197.333	197.667	3	3
197.667	198	9	2
198	198.167	4	2
198.167	198.333	4	2
198.333	198.667	4	2
198.667	199	4	2
199	199.167	4	2
199.167	199.333	4	2
199.333	199.667	4	2
199.667	200	4	2
200	200.667	5	3
200.667	201	4	3
201	201.333	9	2
201.333	201.667	4	3
201.667	202	9	2
202	202.667	9	3
202.667	203	8	3
203	203.333	9	2
203.333	203.667	3	3
203.667	204	9	2
204	204.167	8	3
204.167	204.333	9	3
204.333	204.5	8	3
204.5	204.667	2	3
204.667	204.833	4	3
204.833	205	9	2
205	205.167	8	2
205.167	205.333	9	2
205.333	205.5	8	2
205.5	205.667	2	2
205.667	205.833	5	2
205.833	206	2	2
206	207	2	3
207	207.167	9	3
207.167	207.333	10	3
207.333	207.5	9	3
207.5	207.667	2	3
207.667	207.833	7	3
207.833	208	2	3
208	208.167	10	3
208.167	208.333	7	3
208.333	208.5	2	3
208.5	208.667	7	3
208.667	208.833	6	3
208.833	209	2	3
209	209.167	2	3
209.167	209.333	3	3
209.333	209.5	2	3
209.5	209.667	9	2
209.667	209.833	0	3
209.833	210	9	2
210	210.667	3	3
210.667	211	9	2
211	211.167	2	2
211.167	211.333	2	2
211.333	211.667	9	2
211.667	211.833	2	2
211.833	212	2	2
212	212.667	8	2
212.667	213	8	2
213	213.167	2	2
213.167	213.333	2	2
213.333	213.667	9	2
213.667	213.833	2	2
213.833	214	2	2
214	215	2	3
215	215.167	9	3
215.167	215.333	10	3
215.333	215.5	9	3
215.5	215.667	2	3
215.667	215.833	7	3
215.833	216	2	3
216	216.167	10	3
216.167	216.333	7	3
216.333	216.5	2	3
216.5	216.667	7	3
216.667	216.833	6	3
216.833	217	2	3
217	217.167	2	3
217.167	217.333	3	3
217.333	217.5	2	3
217.5	217.667	9	2
217.667	217.833	0	3
217.833	218	9	2
218	218.167	5	2
218.167	218.333	7	2
218.333	218.5	8	2
218.5	218.667	0	3
218.667	218.833	2	3
218.833	219	3	3
219	219.167	6	3
219.167	219.333	7	3
219.333	219.5	3	3
219.5	219.667	6	3
219.667	219.833	2	3
219.833	220	3	3
220	220.167	6	3
220.167	220.333	7	3
220.333	220.5	9	3
220.5	220.667	0	4
220.667	220.833	3	4
220.833	221	0	4
221	221.167	2	4
221.167	221.333	3	4
221.333	221.5	2	4
221.5	221.667	0	4
221.667	221.833	10	3
221.833	222	0	4
222	223	2	3
223	223.167	9	3
223.167	223.333	10	3
223.333	223.5	9	3
223.5	223.667	2	3
223.667	223.833	7	3
223.833	224	2	3
224	224.167	10	3
224.167	224.333	7	3
224.333	224.5	2	3
224.5	224.667	7	3
224.667	224.833	6	3
224.833	225	2	3
225	225.167	2	3
225.167	225.333	3	3
225.333	225.5	2	3
225.5	225.667	9	2
225.667	225.833	0	3
225.833	226	9	2
226	226.667	3	3
226.667	227	9	2
227	227.167	2	2
227.167	227.333	2	2
227.333	227.667	9	2
227.667	227.833	2	2
227.833	228	2	2
228	228.667	8	2
228.667	229	8	2
229	229.167	2	2
229.167	229.333	2	2
229.333	229.667	9	2
229.667	229.833	2	2
229.833	230	2	2
230	231	2	3
231	231.167	9	3
231.167	231.333	10	3
231.333	231.5	9	3
231.5	231.667	2	3
231.667	231.833	7	3
231.833	232	2	3
232	232.167	10	3
232.167	232.333	7	3
232.333	232.5	2	3
232.5	232.667	7	3
232.667	232.833	6	3
232.833	233	2	3
233	233.167	2	3
233.167	233.333	3	3
233.333	233.5	2	3
233.5	233.667	9	2
233.667	233.833	0	3
233.833	234	9	2
234	234.167	5	2
234.167	234.333	7	2
234.333	234.5	8	2
234.5	234.667	0	3
234.667	234.833	2	3
234.833	235	3	3
235	235.167	6	3
235.167	235.333	7	3
235.333	235.5	3	3
235.5	235.667	6	3
235.667	235.833	2	3
235.833	236	3	3
236	236.167	6	3
236.167	236.333	7	3
236.333	236.5	9	3
236.5	236.667	0	4
236.667	236.833	3	4
236.833	237	0	4
237	237.167	2	4
237.167	237.333	3	4
237.333	237.5	2	4
237.5	237.667	0	4
237.667	237.833	10	3
237.833	238	0	4
238	242	2	3
242	246	2	3
246	246.5	3	3
246.5	247	3	3
247	247.5	3	3
247.5	248	3	3
248	248.5	3	3
248.5	249	3	3
249	249.5	3	3
249.5	250	3	3
250	250.5	6	3
250.5	251	6	3
251	251.5	6	3
251.5	252	6	3
252	252.5	6	3
252.5	253	6	3
253	253.5	6	3
253.5	254	6	3
254	254.25	2	2
254.25	254.5	2	2
254.5	254.75	2	2
254.75	255	2	2
255	256	2	3
256	256.25	9	2
256.25	256.5	6	3
256.5	256.75	7	3
256.75	257	9	3
257	257.25	7	3
257.25	257.5	6	3
257.5	257.75	9	2
257.75	258	0	4
258	258.25	3	3
258.25	258.5	9	2
258.5	258.75	2	3
258.75	259	3	3
259	259.25	7	3
259.25	259.5	3	3
259.5	259.75	2	3
259.75	260	9	2
260	260.25	2	2
260.25	260.5	2	2
260.5	261	10	2
261	261.25	2	2
261.25	261.5	2	2
261.5	262	10	2
262	262.25	2	2
262.25	262.5	2	2
262.5	262.75	2	2
262.75	263	2	2
263	264	2	3
264	264.25	9	2
264.25	264.5	6	3
264.5	264.75	7	3
264.75	265	9	3
265	265.25	7	3
265.25	265.5	6	3
265.5	265.75	9	2
265.75	266	0	4
266	266.25	3	3
266.25	266.5	9	2
266.5	266.75	2	3
266.75	267	3	3
267	267.25	7	3
267.25	267.5	3	3
267.5	267.75	2	3
267.75	268	9	2
268	268.25	2	2
268.25	268.5	2	2
268.5	269	0	3
269	269.25	2	2
269.25	269.5	2	2
269.5	270	3	3
270	271	2	3
271	271.25	2	2
271.25	271.5	2	2
271.5	271.75	2	2
271.75	272	2	2
272	272.25	9	2
272.25	272.5	6	3
272.5	272.75	7	3
272.75	273	9	3
273	273.25	7	3
273.25	273.5	6	3
273.5	273.75	9	2
273.75	274	0	4
274	274.25	3	3
274.25	274.5	9	2
274.5	274.75	2	3
274.75	275	3	3
275	275.25	7	3
275.25	275.5	3	3
275.5	275.75	2	3
275.75	276	9	2
276	276.25	6	3
276.25	276.5	7	3
276.5	276.75	9	3
276.75	277	10	3
277	277.25	7	3
277.25	277.5	2	4
277.5	277.75	3	4
277.75	278	9	4
278	280	2	3
280	280.25	9	2
280.25	280.5	6	3
280.5	280.75	7	3
280.75	281	9	3
281	281.25	2	3
281.25	281.5	9	3
281.5	281.75	10	3
281.75	282	2	4
282	282.25	10	3
282.25	282.5	9	3
282.5	282.75	2	3
282.75	283	5	4
283	283.25	9	3
283.25	283.5	2	3
283.5	283.75	7	3
283.75	284	2	3
284	284.25	2	2
284.25	284.5	2	2
284.5	285	0	3
285	285.25	2	2
285.25	285.5	2	2
285.5	286	3	3
286	287	2	3
287	287.167	2	2
287.167	287.333	2	2
287.333	287.5	2	2
287.5	287.667	2	2
287.667	287.833	2	2
287.833	288	2	2
288	288.167	2	2
288.167	288.333	2	2
288.333	288.5	2	2
288.5	288.667	2	2
288.667	288.833	2	2
288.833	289	2	2
289	289.167	2	2
289.167	289.333	2	2
289.333	289.5	2	2
289.5	289.667	2	2
289.667	289.833	2	2
289.833	290	2	2
290	290.167	2	2
290.167	290.333	2	2
290.333	290.5	2	2
290.5	290.667	2	2
290.667	290.833	2	2
290.833	291	2	2
291	291.167	2	2
291.167	291.333	2	2
291.333	291.5	2	2
291.5	291.667	2	2
291.667	291.833	2	2
291.833	292	2	2
292	292.167	2	2
292.167	292.333	2	2
292.333	292.5	2	2
292.5	292.667	2	2
292.667	292.833	2	2
292.833	293	2	2
293	293.167	3	3
293.167	293.333	3	3
293.333	293.5	3	3
293.5	293.667	3	3
293.667	293.833	3	3
293.833	294	3	3
294	294.167	2	3
294.167	294.333	2	3
294.333	294.5	2	3
294.5	294.667	2	3
294.667	294.833	2	3
294.833	295	2	3
295	295.167	6	2
295.167	295.333	6	2
295.333	295.5	6	2
295.5	295.667	6	2
295.667	295.833	6	2
295.833	296	6	2
296	296.167	6	2
296.167	296.333	6	2
296.333	296.5	6	2
296.5	296.667	6	2
296.667	296.833	6	2
296.833	297	6	2
297	297.167	6	2
297.167	297.333	6	2
297.333	297.5	6	2
297.5	297.667	6	2
297.667	297.833	6	2
297.833	298	6	2
298	298.167	2	3
298.167	298.333	2	3
298.333	298.5	2	3
298.5	298.667	2	3
298.667	298.833	2	3
298.833	299	2	3
299	299.167	3	2
299.167	299.333	3	2
299.333	299.5	3	2
299.5	299.667	3	2
299.667	299.833	3	2
299.833	300	3	2
300	300.167	3	2
300.167	300.333	3	2
300.333	300.5	3	2
300.5	300.667	3	2
300.667	300.833	3	2
300.833	301	3	2
301	301.167	3	3
301.167	301.333	3	3
301.333	301.5	3	3
301.5	301.667	3	3
301.667	301.833	3	3
301.833	302	3	3
302	302.167	2	3
302.167	302.333	2	3
302.333	302.5	2	3
302.5	302.667	2	3
302.667	302.833	2	3
302.833	303	2	3
303	303.167	2	2
303.167	303.333	2	2
303.333	303.5	2	2
303.5	303.667	2	2
303.667	303.833	2	2
303.833	304	2	2
304	304.167	2	2
304.167	304.333	2	2
304.333	304.5	2	2
304.5	304.667	2	2
304.667	304.833	2	2
304.833	305	2	2
305	305.167	2	2
305.167	305.333	2	2
305.333	305.5	2	2
305.5	305.667	2	2
305.667	305.833	2	2
305.833	306	2	2
306	306.167	2	2
306.167	306.333	2	2
306.333	306.5	2	2
306.5	306.667	2	2
306.667	306.833	2	2
306.833	307	2	2
307	307.167	2	2
307.167	307.333	2	2
307.333	307.5	2	2
307.5	307.667	2	2
307.667	307.833	2	2
307.833	308	2	2
308	308.167	2	2
308.167	308.333	2	2
308.333	308.5	2	2
308.5	308.667	2	2
308.667	308.833	2	2
308.833	309	2	2
309	309.167	3	3
309.167	309.333	3	3
309.333	309.5	3	3
309.5	309.667	3	3
309.667	309.833	3	3
309.833	310	3	3
310	310.167	2	3
310.167	310.333	2	3
310.333	310.5	2	3
310.5	310.667	2	3
310.667	310.833	2	3
310.833	311	2	3
311	311.167	6	2
311.167	311.333	6	2
311.333	311.5	6	2
311.5	311.667	6	2
311.667	311.833	6	2
311.833	312	6	2
312	312.167	6	2
312.167	312.333	6	2
312.333	312.5	6	2
312.5	312.667	6	2
312.667	312.833	6	2
312.833	313	6	2
313	313.167	6	2
313.167	313.333	6	2
313.333	313.5	6	2
313.5	313.667	6	2
313.667	313.833	6	2
313.833	314	6	2
314	314.167	2	3
314.167	314.333	2	3
314.333	314.5	2	3
314.5	314.667	2	3
314.667	314.833	2	3
314.833	315	2	3
315	315.167	3	2
315.167	315.333	3	2
315.333	315.5	3	2
315.5	315.667	3	2
315.667	315.833	3	2
315.833	316	3	2
316	316.167	3	2
316.167	316.333	3	2
316.333	316.5	3	2
316.5	316.667	3	2
316.667	316.833	3	2
316.833	317	3	2
317	317.167	3	3
317.167	317.333	3	3
317.333	317.5	3	3
317.5	317.667	3	3
317.667	317.833	3	3
317.833	318	3	3
318	319	2	3
319	320	2	2
320	320.167	2	2
320.167	320.333	2	2
320.333	320.5	2	2
320.5	320.667	2	2
320.667	320.833	2	2
320.833	321	2	2
321	321.167	2	2
321.167	321.333	2	2
321.333	321.5	2	2
321.5	321.667	2	2
321.667	321.833	2	2
321.833	322	2	2
322	322.167	2	2
322.167	322.333	2	2
322.333	322.5	2	2
322.5	322.667	2	2
322.667	322.833	2	2
322.833	323	2	2
323	323.167	2	2
323.167	323.333	2	2
323.333	323.5	2	2
323.5	323.667	2	2
323.667	323.833	2	2
323.833	324	2	2
324	324.167	2	2
324.167	324.333	2	2
324.333	324.5	2	2
324.5	324.667	2	2
324.667	324.833	2	2
324.833	325	2	2
325	325.167	3	3
325.167	325.333	3	3
325.333	325.5	3	3
325.5	325.667	3	3
325.667	325.833	3	3
325.833	326	3	3
326	326.167	2	3
326.167	326.333	2	3
326.333	326.5	2	3
326.5	326.667	2	3
326.667	326.833	2	3
326.833	327	2	3
327	327.167	6	2
327.167	327.333	6	2
327.333	327.5	6	2
327.5	327.667	6	2
327.667	327.833	6	2
327.833	328	6	2
328	328.167	6	2
328.167	328.333	6	2
328.333	328.5	6	2
328.5	328.667	6	2
328.667	328.833	6	2
328.833	329	6	2
329	329.167	6	2
329.167	329.333	6	2
329.333	329.5	6	2
329.5	329.667	6	2
329.667	329.833	6	2
329.833	330	6	2
330	330.167	2	3
330.167	330.333	2	3
330.333	330.5	2	3
330.5	330.667	2	3
330.667	330.833	2	3
330.833	331	2	3
331	331.167	3	2
331.167	331.333	3	2
331.333	331.5	3	2
331.5	331.667	3	2
331.667	331.833	3	2
331.833	332	3	2
332	332.167	3	2
332.167	332.333	3	2
332.333	332.5	3	2
332.5	332.667	3	2
